Estação;N;Gumbel;;;;Generalizada de Valores Extremos;;;;;;;;
;;csi;;alpha;;csi;;;alpha;;;kappa;;
;;MOM-L;ML;MOM-L;ML;MOM-L;ML;GEV;MOM-L;ML;GEV;MOM-L;ML;GEV
343009;35;89,074;87,929;18,801;26,219;91,36;92,212;89,726;22,459;24,417;23,639;0,24;0,328;0,168
343010;29;81,677;82,147;19,873;18,381;81,365;81,243;81,106;19,219;17,632;17,542;-0,035;-0,093;-0,109
343011;37;73,805;74,138;20,322;19,179;73,726;73,442;73,153;20,162;18,615;18,425;-0,009;-0,068;-0,098
344004;51;87,571;88,065;25,88;22,963;85,37;86,11;86,242;20,342;21,369;21,387;-0,214;-0,156;-0,142
344007;46;79,803;79,772;14,976;15,8;79,911;80,462;79,905;15,192;16,003;15,8;0,016;0,081;0,017
344008;39;79,621;79,852;24,716;23,762;80,484;79,407;78,65;26,342;23,368;22,762;0,074;-0,035;-0,097
344010;37;79,503;79,236;22,25;25,152;81,268;82,457;80,114;25,302;25,865;24,822;0,161;0,241;0,077
344011;30;84,804;85,423;25,315;22,864;83,817;83,274;83,752;23,126;20,931;21,242;-0,09;-0,182;-0,136
344012;34;94,81;95,182;25,174;24,133;94,65;94,997;94,296;24,845;24,008;23,632;-0,014;-0,014;-0,073
344013;32;79,526;79,956;25,985;24,485;78,654;79,133;78,785;24,079;23,897;23,727;-0,077;-0,063;-0,092
345000;48;86,093;86,167;22,307;22,587;86,354;86,497;85,91;22,821;22,746;22,51;0,025;0,027;-0,022
345006;47;84,683;84,806;18,596;18,433;84,58;84,956;84,461;18,384;18,515;18,302;-0,012;0,015;-0,037
345012;37;83,818;83,685;22,66;24,223;86,495;87,514;84,134;26,97;26,284;24,273;0,233;0,287;0,039
345013;34;88,128;88,572;20,747;19,183;87,683;87,546;87,468;19,802;18,336;18,289;-0,048;-0,102;-0,11
346001;25;79,878;78,923;18,097;23,305;84,37;83,56;79,979;23,851;23,158;22,287;0,458;0,376;0,11
346002;30;83,36;83,521;16,684;16,721;83,257;83,721;83,204;16,472;16,806;16,669;-0,014;0,022;-0,038
347000;24;80,334;80,963;25,409;22,679;78,866;78,921;79,226;21,994;20,951;21,085;-0,138;-0,165;-0,135
347001;30;80,49;80,44;17,364;18,82;82,509;83,763;80,777;20,624;20,373;18,763;0,23;0,326;0,039
347002;25;80,71;81,104;25,859;25,224;81,735;82,477;80,312;27,772;26,256;24,825;0,083;0,1;-0,064
348001;23;85,06;85,288;22,87;23,182;87,288;88,65;84,879;26,595;25,463;23,059;0,195;0,261;-0,037
348002;22;86,268;86,362;31,396;32,572;86,284;87,066;85,795;31,429;32,796;32,589;0,001;0,039;-0,035
349000;30;99,459;99,976;25,371;23,457;99,089;98,383;98,508;24,598;22,053;22,14;-0,033;-0,131;-0,12
349002;30;98,696;99,061;20,664;19,874;98,579;99,022;98,407;20,424;19,848;19,567;-0,012;-0,004;-0,066
349003;24;54,993;55,197;20,441;20,294;56,956;59,198;54,594;23,732;23,69;19,973;0,193;0,35;-0,06
350000;35;78,367;78,465;16,391;16,351;79,627;80,089;78,105;18,578;17,622;16,149;0,156;0,179;-0,044
351000;33;88,748;88,464;21,305;24,007;90,409;90,98;89,075;24,183;24,498;23,766;0,159;0,197;0,056
351002;16;87,186;88,264;30,633;27,207;85,379;86,248;86,465;26,415;25,568;25,68;-0,141;-0,139;-0,121
352001;29;138,836;140,389;133,206;112,939;125,698;107,485;121,933;98,644;65,527;77,697;-0,256;-0,743;-0,274
352005;28;93,173;94,004;30,78;26,994;90,632;91,529;91,879;24,437;24,855;24,965;-0,206;-0,173;-0,142
353000;33;79,004;79,662;25,429;22,526;77,455;77,08;77,773;21,796;20,122;20,543;-0,146;-0,224;-0,154
353002;18;76,297;75,673;22,316;27,473;80,836;80,997;76,284;28,601;27,532;26,797;0,383;0,369;0,056
354000;33;76,695;77,35;26,583;23,788;75,064;75,285;75,585;22,75;22,026;22,169;-0,147;-0,164;-0,136
355001;21;86,07;85,927;15,331;16,805;88,481;87,824;85,929;18,951;17,512;16,805;0,303;0,203;0
356002;28;98,974;99,016;30,58;31,787;100,951;103,417;98,918;34,095;34,505;31,779;0,133;0,256;-0,007
357001;38;63,192;62,57;25,837;29,692;66,112;64,68;63,354;30,582;30,016;29,508;0,224;0,128;0,055
357003;27;79,796;80,166;15,965;14,795;79,295;79,564;79,396;14,874;14,352;14,272;-0,072;-0,076;-0,1
357004;23;96,9;97,517;26,092;24,746;96,457;97,375;96,585;25,159;24,655;24,32;-0,038;-0,011;-0,075
358002;36;80,812;81,042;20,418;20,242;80,898;81,71;80,74;20,592;20,623;20,153;0,009;0,062;-0,031
358003;38;83,268;83,525;22,171;21,033;82,102;82,796;82,584;19,496;20,588;20,53;-0,124;-0,064;-0,085
359001;33;72,823;72,693;21,515;23,098;75,068;75,158;72,968;25,22;24,196;23,11;0,208;0,194;0,025
359004;21;69,609;69,279;14,669;16,872;73,051;73,385;69,527;19,183;18,248;16,789;0,436;0,444;0,033
360000;51;98,676;98,731;22,38;22,905;99,555;100,062;98,827;24,022;23,636;22,934;0,083;0,107;0,008
360001;34;96,597;97,091;32;30,882;96,098;96,914;96,097;30,955;30,773;30,431;-0,035;-0,011;-0,063
361000;37;75,192;75,234;27,036;28,18;76,803;77,164;75,35;29,929;29,092;28,198;0,123;0,125;0,008
361001;27;56,979;56,936;26,954;29,017;60,355;61,735;57,256;32,32;31,27;28,978;0,246;0,303;0,024
362002;29;61,46;60,731;31,134;35,671;67,245;68,391;61,813;39,396;38,438;35,394;0,353;0,392;0,067
364001;18;77,405;77,599;13,774;14,023;78,686;79,283;77,33;15,934;14,991;13,988;0,187;0,218;-0,041
366000;35;82,364;80,938;20,312;29,346;85,349;86,294;83,134;24,875;26,809;25,835;0,285;0,372;0,188
367000;40;84,683;83,743;19,147;26,327;86,569;88,287;85,674;22,293;24,524;23,53;0,197;0,354;0,181
367001;21;75,538;75,257;22,3;25,133;80,435;82,431;75,577;28,894;28,165;25,022;0,41;0,526;0,029
368001;45;88,763;88,96;19,845;19,065;87,902;88,432;88,217;17,915;18,754;18,69;-0,101;-0,051;-0,074
369000;33;42,414;42,377;23,726;24,125;43,64;43,072;41,825;25,96;24,57;23,87;0,107;0,052;-0,045
437000;90;70,82;70,887;25,607;25,607;70,745;70,873;70,546;25,454;25,6;25,461;-0,006;-0,001;-0,025
437006;107;60,984;61,046;24,617;24,364;60,619;60,849;60,595;23,852;24,251;24,138;-0,033;-0,015;-0,035
437009;66;57,595;57,314;17,781;19,723;56,973;57,906;57,615;16,415;19,67;19,627;-0,08;0,057;0,031
437010;55;59,081;59,233;17,524;17,249;59,611;59,692;58,914;18,532;17,579;17,067;0,064;0,049;-0,036
437014;17;67,549;67,842;19,308;19,809;67,966;68,988;67,532;20,115;20,21;19,864;0,046;0,107;-0,034
437019;30;90,906;90,881;23,234;24,725;93,406;94,53;91,131;27,337;26,57;24,731;0,214;0,269;0,021
437022;29;75,096;76,081;43,331;35,658;70,274;69,664;71,694;30,042;28,034;28,882;-0,3;-0,388;-0,219
437023;18;69,96;71,054;34,065;30,659;68,803;68,85;69,111;31,532;28,745;28,912;-0,078;-0,138;-0,12
437024;40;55,409;55,699;24,027;23,28;55,931;55,76;54,864;25,036;23,327;22,737;0,046;0,005;-0,07
438008;82;63,694;63,77;18,067;17,689;63,191;63,332;63,202;16,98;17,44;17,4;-0,063;-0,045;-0,059
438009;35;57,16;57,442;16,157;14,653;56,194;56,336;56,387;13,9;13,78;13,789;-0,143;-0,134;-0,127
438010;99;59,38;59,403;17,924;18,412;59,603;60,157;59,717;18,364;18,741;18,495;0,027;0,077;0,034
438011;67;62,279;61,938;19,238;22,255;62,666;63,717;62,961;19,988;22,162;21,828;0,043;0,154;0,097
438012;23;60,977;61,393;14,111;12,41;59,756;60,525;60,579;11,027;11,755;11,766;-0,218;-0,134;-0,124
438015;42;55,322;54,972;17,468;19,898;57,737;57,441;55,803;21,218;20,535;19,71;0,27;0,229;0,09
438019;89;75,207;75,13;25,582;26,733;76,832;77,539;76,08;28,477;28,044;27,037;0,131;0,166;0,07
438021;72;56,904;56,688;16,671;18,344;58,255;58,012;57,409;19;18,73;18,383;0,165;0,132;0,078
438022;85;55,408;55,123;17,101;19,047;56,575;56,73;56,054;19,161;19,466;19,066;0,14;0,156;0,097
438028;49;67,983;67,894;13,064;14,088;69,251;69,388;68,324;15,184;14,718;14,114;0,194;0,195;0,063
438031;40;62,222;62,6;25,554;24,669;62,138;62,494;61,827;25,383;24,595;24,264;-0,007;-0,008;-0,061
438032;73;53,092;53,015;16,126;16,951;54,141;54,076;53,41;17,991;17,46;17,06;0,134;0,114;0,046
438033;61;77,837;77,54;21,776;24,481;79,589;80,606;78,84;24,798;25,296;24,259;0,163;0,236;0,112
438036;81;64,831;64,781;19,46;19,569;64,24;64,497;64,342;18,176;19,445;19,414;-0,069;-0,026;-0,041
438038;45;66,746;66,475;18,295;20,556;68,929;68,627;67,279;21,801;21,098;20,42;0,235;0,193;0,082
438051;82;59,573;59,44;15,638;16,552;59,513;60,056;59,697;15,515;16,746;16,587;-0,009;0,07;0,031
438053;47;58,026;58,116;17,762;18,046;58,934;59,491;58,156;19,418;18,887;18,058;0,106;0,141;0,004
438059;18;65,519;65,974;16,521;15,617;65,47;65,936;65,321;16,421;15,595;15,3;-0,007;-0,004;-0,083
438061;28;59,331;59,184;17,728;19,699;61,37;62,056;59,591;21,028;20,62;19,579;0,228;0,269;0,046
438067;40;80,039;79,758;28,371;30,397;84,406;85,663;80,479;34,966;33,859;30,538;0,297;0,348;0,049
438068;21;86,372;87,366;31,027;27,619;84,949;84,799;85,408;27,817;25,331;25,724;-0,107;-0,179;-0,131
438069;29;72,167;72,227;19,766;20,94;72,52;73,63;72,328;20,455;21,335;20,918;0,038;0,126;0,01
438072;33;66,779;66,864;17,918;18,197;67,606;67,22;66,551;19,442;18,383;18,101;0,097;0,035;-0,034
438073;76;54,625;54,479;16,674;17,601;54,286;54,662;54,47;15,956;17,638;17,6;-0,046;0,019;-0,001
438074;17;66,574;66,667;14,068;14,066;68,454;70,203;66,141;17,012;17,067;13,774;0,261;0,441;-0,076
438081;15;67,883;68,305;20,056;19,88;68,164;69,055;67,728;20,609;20,248;19,809;0,03;0,069;-0,061
438082;17;67,546;67,973;19,742;19,687;68,916;69,987;67,523;22,155;20,88;19,622;0,142;0,187;-0,049
438088;16;52,579;53,43;26,771;23,725;50,35;52,082;52,052;21,196;22,75;22,744;-0,209;-0,111;-0,114
438089;31;89,295;89,024;24,917;27,618;92,386;92,328;89,624;29,84;28,678;27,506;0,244;0,219;0,047
438093;19;62,246;62,836;19,27;17,69;61,516;62,273;61,953;17,657;17,292;17,146;-0,087;-0,06;-0,098
438095;38;69,996;70,176;22,884;22,845;71,409;71,731;69,796;25,41;23,956;22,653;0,127;0,124;-0,033
438096;17;60,895;61,612;20,87;19,04;60,633;60,765;60,516;20,324;18,335;18,166;-0,028;-0,083;-0,109
438097;17;57,403;57,977;15,679;14,134;56,876;57,28;57,165;14,526;13,572;13,504;-0,077;-0,093;-0,11
438098;16;57,099;57,922;19,535;16,75;55,524;56,268;56,679;15,625;15,291;15,504;-0,201;-0,191;-0,135
438099;16;74,409;74,827;25,701;26,368;75,926;76,619;74,363;28,427;27,082;26,417;0,122;0,124;-0,038
438100;42;72,086;72,269;21,164;21,016;72,904;73,299;71,949;22,693;21,724;20,866;0,081;0,09;-0,031
438101;45;67,837;68,069;26,469;26,153;68,581;68,769;67,55;27,89;26,629;25,885;0,06;0,049;-0,039
438103;31;57,869;58,091;19,782;19,236;57,771;57,961;57,427;19,582;19,155;18,92;-0,011;-0,012;-0,068
438106;15;66,669;67,782;24,735;18,589;63,1;63,979;65,331;13,106;13,572;14,184;-0,448;-0,43;-0,204
438110;40;86,984;87,142;24,798;24,864;86,696;87,557;86,775;24,2;25,072;24,758;-0,026;0,031;-0,029
438111;44;65,013;64,861;19,49;20,991;67,422;68,166;65,488;23,329;22,701;21,044;0,243;0,287;0,062
438114;39;63,96;64,13;18,779;18,569;64,447;64,524;63,701;19,713;18,83;18,357;0,055;0,039;-0,045
439001;83;55,131;54,847;18,353;20,717;56,157;56,5;55,812;20,209;20,921;20,558;0,116;0,15;0,095
439003;79;53,828;53,869;21,307;21,614;53,638;53,963;53,705;20,916;21,651;21,568;-0,02;0,008;-0,014
439006;71;54,089;53,907;17,726;19,541;55,111;55,249;54,545;19,569;19,828;19,485;0,119;0,127;0,066
439008;86;56,684;56,19;14,465;17,463;59,155;58,15;57,283;18,088;17,426;17,068;0,327;0,188;0,143
439013;60;61,044;61,215;22,278;21,946;60,702;61,275;60,831;21,56;21,978;21,79;-0,034;0,005;-0,034
439018;53;75,406;75,639;21,053;20,28;74,664;75,294;75,001;19,423;20,077;19,969;-0,081;-0,032;-0,061
439020;82;56,526;56,272;14,49;16,195;57,08;57,444;56,944;15,527;16,408;16,15;0,081;0,136;0,084
439030;84;50,005;50,076;18,764;17,809;48,966;49,175;49,135;16,364;17,245;17,24;-0,131;-0,091;-0,095
439031;37;56,916;57,195;18,384;17,772;56,827;57,178;56,66;18,203;17,761;17,514;-0,011;-0,002;-0,059
439056;20;61,084;61,489;25,989;25,748;62,767;63,693;60,772;28,982;27,267;25,483;0,133;0,156;-0,058
439061;29;44,036;44,308;14,885;14,122;44,256;44,069;43,616;15,317;13,924;13,598;0,032;-0,031;-0,095
439063;28;55,154;55,346;21,036;20,737;55,122;55,4;54,706;20,971;20,768;20,484;-0,003;0,005;-0,061
439072;35;48,795;49,26;20,02;17,899;47,827;47,008;47,723;17,824;15,728;16,21;-0,113;-0,251;-0,16
440000;102;63,254;63,395;19,738;19,267;63,058;63,161;62,958;19,332;19,122;19,026;-0,022;-0,022;-0,043
440001;29;55,922;56,128;17,017;16,629;56,222;56,661;55,653;17,603;17,008;16,406;0,038;0,06;-0,058
440002;68;60,132;60,277;17,684;17,275;60,386;60,279;59,854;18,184;17,277;17,014;0,031;0;-0,047
440004;51;50,917;51,062;20,502;20,456;51,608;51,761;50,845;21,807;20,902;20,358;0,071;0,063;-0,021
440005;59;54,194;54,02;17,303;18,861;55,636;55,938;54,757;19,777;19,579;18,892;0,169;0,187;0,08
440007;107;57,305;57,305;18,395;18,741;58,032;57,978;57,524;19,752;19,131;18,841;0,083;0,066;0,022
440009;56;59,815;59,205;22,087;26,107;61,345;61,311;60,408;24,783;26,079;25,66;0,142;0,15;0,096
440014;97;65,508;65,576;16,351;16,094;65,053;65,396;65,242;15,369;15,998;15,941;-0,063;-0,021;-0,039
440015;21;63,004;63,112;20,617;21,965;65,267;66,768;63,122;24,315;23,669;21,963;0,218;0,306;0,001
440017;99;62,432;62,582;19,983;19,356;61,708;62,214;62,063;18,387;19,151;19,099;-0,083;-0,035;-0,051
440018;81;62,546;62,899;30,817;28,958;61,76;61,123;61,107;29,129;27,536;27,529;-0,058;-0,112;-0,113
440022;72;77,076;77,21;22,611;22,274;76,193;76,95;76,749;20,654;22,17;22,137;-0,09;-0,021;-0,04
440023;106;72,127;72,167;22,671;22,903;72,321;72,655;72,238;23,057;23,156;22,932;0,019;0,04;0,006
440029;47;53,458;53,626;22,244;22,052;53,84;54,313;53,288;22,991;22,501;21,897;0,037;0,058;-0,031
440030;47;70,012;70,187;18,598;18,38;70,216;70,518;69,86;19,002;18,585;18,232;0,024;0,033;-0,035
440034;42;61,01;61,118;17,678;17,523;61,496;61,719;60,76;18,607;17,948;17,339;0,058;0,063;-0,041
440042;28;62,769;63,324;23,69;21,848;62,423;61,921;61,978;22,966;20,627;20,666;-0,033;-0,122;-0,117
440043;28;54,775;55,301;25,016;23,312;54,271;54,384;54,076;23,948;22,596;22,417;-0,045;-0,074;-0,101
440044;15;60,745;61,228;23,517;23,08;61,358;61,789;60,402;24,693;23,402;22,819;0,056;0,044;-0,072
440047;24;50,248;50,553;21,139;20,165;51,221;50,432;49,495;22,932;20,058;19,298;0,096;-0,011;-0,102
440054;16;59,048;59,097;19,277;20,908;62,386;65,06;58,993;24,149;24,067;20,943;0,331;0,524;-0,012
440056;19;69,998;70,496;22,935;22,464;70,693;71,61;69,847;24,256;23,147;22,265;0,064;0,091;-0,06
440057;21;65,484;65,845;15,562;14,192;64,768;64,782;64,893;13,945;13,311;13,373;-0,108;-0,139;-0,122
440058;15;66,041;66,321;15,475;15,594;67,843;69,127;65,912;18,385;17,447;15,506;0,23;0,323;-0,056
440059;19;52,252;52,637;22,423;21,601;53,402;54,226;51,67;24,522;22,974;20,94;0,107;0,134;-0,089
440061;16;66,448;67,138;26,51;25,665;66,634;67,951;66,313;26,881;26,132;25,463;0,015;0,059;-0,067
440062;21;60,117;61,048;24,876;20,003;57,118;56,629;58,516;16,287;14,511;15,769;-0,335;-0,49;-0,213
440063;16;57,2;58,12;23,854;20,022;54,852;55,457;56,335;17,683;17,317;17,762;-0,256;-0,267;-0,157
440068;17;54,786;55,156;16,167;15,368;55,324;55,103;54,401;17,184;15,327;14,857;0,07;-0,006;-0,095
440069;24;66,308;66,896;23,685;21,881;66,202;65,565;65,573;23,469;20,702;20,707;-0,01;-0,116;-0,115
440070;15;60,056;60,978;24,215;21,268;57,974;59,664;59,673;18,962;20,301;20,299;-0,217;-0,117;-0,116
440071;31;69,437;69,471;19,859;20,611;70,082;70,442;69,354;21,08;21,023;20,599;0,069;0,086;-0,012
440075;24;54,761;55,031;19,645;19,57;55,616;55,761;54,559;21,229;19,999;19,415;0,091;0,068;-0,049
440077;44;65,853;65,971;22,678;23,015;66,577;67,192;65,918;24,05;23,694;23,001;0,068;0,099;-0,005
440078;47;66,753;66,433;20,306;23,243;69,281;69,843;67,647;24,329;24,027;22,846;0,245;0,276;0,114
441014;24;65,107;65,436;20,033;19,554;65,306;65,587;64,796;20,428;19,646;19,29;0,022;0,014;-0,065
441015;16;51,562;52,624;31,726;29,221;50,332;51,976;51,231;28,999;28,785;28,472;-0,09;-0,041;-0,094
442005;34;79,873;80,112;24,755;25,071;79,971;81,074;79,938;24,954;25,484;25,053;0,009;0,072;-0,014
442010;49;85,447;85,279;18,056;19,743;86,37;86,918;85,831;19,739;20,2;19,687;0,106;0,155;0,058
442013;35;84,612;84,604;19,902;21,202;86,084;86,586;84,9;22,472;21,985;21,188;0,151;0,173;0,03
443006;54;83,257;82,949;19,41;21,622;85,58;85,328;83,913;23,139;22,399;21,594;0,236;0,201;0,092
443007;40;74,327;74,403;18,828;19,209;74,869;75,158;74,287;19,861;19,587;19,18;0,061;0,072;-0,012
443011;31;78,648;78,554;26,859;29,532;80,325;81,28;79,104;29,851;30,095;29,328;0,129;0,174;0,041
443012;33;77,081;76,942;17,026;18,903;77,783;78,845;77,357;18,332;19,299;18,743;0,087;0,191;0,049
444001;43;80,62;80,334;19,906;21,892;83,909;84,904;81,226;24,775;24,185;21,92;0,317;0,378;0,086
444005;44;77,119;77,46;20,587;19,333;76,652;76,731;76,512;19,592;18,773;18,651;-0,051;-0,071;-0,095
444008;44;80,888;80,809;19,747;20,89;82,444;82,156;81,056;22,441;21,49;20,93;0,16;0,117;0,024
444013;33;80,592;80,125;17,112;18,844;80,612;80,561;80,029;17,152;18,917;18,856;0,003;0,042;-0,01
444014;15;96,123;96,799;20,484;19,278;96,454;97,145;95,978;21,131;19,524;18,862;0,035;0,033;-0,086
445001;39;88,174;88,27;22,803;23,004;89,782;89,657;87,967;25,63;23,949;22,861;0,144;0,109;-0,026
445007;35;79,92;80,123;21,265;21,201;80,541;80,785;79,747;22,449;21,598;21,065;0,062;0,057;-0,035
445008;33;68,658;68,689;16,793;17,158;69,577;69,002;68,406;18,458;17,317;17,079;0,113;0,033;-0,033
445009;37;81,065;81,383;15,082;13,863;80,504;80,555;80,551;13,843;13,189;13,186;-0,086;-0,114;-0,115
445010;30;80,264;80,705;22,053;20,729;79,21;80,115;79,816;19,662;20,366;20,277;-0,112;-0,053;-0,083
445011;16;91,239;90,695;21,707;25,754;97,155;97,475;90,926;28,971;27,275;25,59;0,499;0,491;0,022
446000;32;83,096;83,384;22,826;22,365;83,931;84,222;82,769;24,395;22,966;22,048;0,077;0,069;-0,055
446001;31;66,99;67,519;21,287;19,131;65,85;66,039;66,211;18,664;17,884;17,967;-0,127;-0,149;-0,129
446002;31;67,328;67,459;24,094;24,224;68,976;68,914;66,931;27,001;25,234;23,966;0,14;0,108;-0,043
447001;38;89,043;89,647;25,023;21,088;86,553;85,836;87,061;18,449;16,772;17,417;-0,259;-0,383;-0,22
447002;32;86,264;85,815;22,249;25,572;88,97;88,755;86,6;26,578;26,127;25,293;0,24;0,211;0,067
447003;26;84,704;85,144;22,988;22,076;84,815;85,354;84,401;23,212;22,218;21,728;0,011;0,018;-0,068
447004;23;81,173;81,231;23,239;24,687;82,213;83,561;81,219;25,161;25,523;24,69;0,094;0,178;-0,001
448000;27;87,464;87,991;22,283;20,529;86,978;86,905;86,809;21,25;19,623;19,564;-0,049;-0,101;-0,111
449001;21;103,141;102,647;19,753;23,368;107,529;106,449;103,138;25,635;23,902;23,059;0,415;0,3;0,049
449002;16;75,175;74,567;18,614;22,603;80,166;78,638;84,229;24,79;23,053;26,073;0,491;0,339;0,052
452000;31;88,017;88;18,491;19,549;87,316;88,453;87,925;16,941;19,593;19,569;-0,087;0,043;-0,008
454001;25;69,149;69,666;24,773;23,385;69,315;69,303;68,512;25,104;23,088;22,534;0,015;-0,029;-0,096
455001;42;86,506;86,864;19,446;17,928;85,848;85,671;85,724;18,005;16,944;16,975;-0,078;-0,126;-0,12
455002;25;77,318;77,421;20,19;21,521;78,542;79,745;77,549;22,382;22,342;21,486;0,125;0,202;0,013
455003;28;86,127;86,53;22,642;21,575;85,335;86,089;85,681;20,903;21,316;21,191;-0,08;-0,038;-0,076
455004;26;83,776;83,338;26,355;28,706;84,204;83,761;83,002;27,192;28,782;28,753;0,035;0,026;-0,023
456002;20;90,647;90,845;14,252;14,28;90,426;91,202;90,536;13,789;14,418;14,274;-0,035;0,046;-0,046
458001;25;87,596;87,663;18,807;19,594;88,063;88,864;87,542;19,705;20,041;19,605;0,053;0,115;-0,013
459000;33;82,074;82,571;31,329;28,074;79,318;80,508;80,618;24,334;26,569;26,579;-0,223;-0,137;-0,128
459001;25;86,075;85,251;17,521;22,618;88,657;89,143;86,193;21,465;22,22;21,535;0,286;0,333;0,102
460001;15;78,216;78,53;30,718;29,907;75,666;78,234;77,459;24,345;29,807;29,859;-0,208;-0,019;-0,074
462001;26;80,895;80,689;21,784;24,883;82,342;83,708;81,248;24,347;25,215;24,5;0,136;0,232;0,052
462002;24;54,181;54,532;18,086;15,885;52,181;53,254;53,386;12,588;14,894;14,908;-0,297;-0,155;-0,134
463001;34;144,98;144,708;129,541;125,017;149,653;110,544;134,541;138,326;90,859;113,612;0,076;-0,594;-0,151
466001;23;76,637;76,523;16,681;18,546;79,076;79,163;76,761;20,414;19,329;18,461;0,284;0,262;0,029
468003;20;91,754;92,674;28,31;25,192;90,577;89,437;90,786;25,682;22,143;23,196;-0,097;-0,253;-0,138
470002;21;93,972;93,448;19,163;23,417;97,072;97,483;94,104;23,78;23,454;22,767;0,311;0,328;0,069
535008;29;95,619;96,553;31,821;27,015;92,693;92,034;93,67;24,296;22,26;23,266;-0,235;-0,34;-0,188
535038;44;60,798;60,658;26,624;28,181;61,141;61,421;60,696;27,302;28,393;28,185;0,028;0,049;0,002
535055;16;44,182;45,061;25,26;19,335;40,64;41,23;42,607;14,036;14,338;14,897;-0,424;-0,432;-0,208
535056;16;44,714;45,623;23,538;21,006;44,106;44,073;44,291;22,231;19,644;19,797;-0,059;-0,141;-0,12
536035;28;60,697;60,349;18,444;21,454;63,747;64,432;61,081;22,959;22,403;21,063;0,317;0,355;0,078
536036;33;54,237;54,108;19,855;21,38;56,06;56,396;54,386;22,935;22,345;21,384;0,185;0,193;0,027
536044;15;56,903;57,251;20,53;20,88;59,447;61,392;56,769;24,583;23,519;20,814;0,244;0,357;-0,05
537008;94;59,051;59,141;20,034;19,74;58,681;58,985;58,757;19,253;19,652;19,553;-0,041;-0,015;-0,037
537019;81;63,264;63,256;23,714;24,393;63,383;63,807;63,371;23,953;24,619;24,424;0,011;0,042;0,009
537034;31;64,93;65,349;26,617;25,322;63,331;64,656;64,355;22,873;24,979;24,955;-0,144;-0,05;-0,075
537035;30;39,804;39,92;23,422;23,904;40,787;40,907;39,597;25,249;24,414;23,824;0,088;0,075;-0,027
537036;28;61,983;62,337;23,932;23,356;61,639;62,676;61,707;23,212;23,555;23,137;-0,032;0,027;-0,055
537037;33;53,142;53,759;24,701;22,074;51,752;51,507;52,04;21,479;20,047;20,373;-0,134;-0,198;-0,145
537041;39;55,518;55,932;19,971;18,418;54,705;54,974;54,899;18,159;17,69;17,655;-0,094;-0,098;-0,107
538003;33;60,977;61,215;18,771;18,427;61,027;61,391;60,737;18,872;18,531;18,234;0,006;0,017;-0,051
538007;47;69,19;69,398;19,686;19,094;69,31;69,292;68,763;19,926;19,018;18,704;0,013;-0,01;-0,064
538008;55;59,055;58,982;18,323;19,436;59,883;60,122;59,34;19,851;19,867;19,476;0,095;0,108;0,037
538009;95;59,282;59,241;20,565;21,331;59,167;59,948;59,538;20,33;21,573;21,385;-0,012;0,063;0,028
538010;100;60,56;60,428;16,258;17,675;60,898;61,475;61,071;16,915;17,871;17,661;0,045;0,113;0,073
538020;58;65,715;65,772;14,697;14,621;65,375;65,65;65,452;13,971;14,564;14,506;-0,052;-0,015;-0,042
538025;31;54,507;54,668;16,541;16,78;54,834;55,459;54,522;17,176;17,152;16,76;0,042;0,087;-0,018
538029;46;67,163;67,41;27,358;27,14;67,82;68,469;67,068;28,624;27,824;26,993;0,051;0,073;-0,025
538030;48;66,4;66,539;22,662;22,607;67,073;67,047;66,176;23,943;22,929;22,436;0,063;0,041;-0,031
538031;20;60,83;61,249;12,154;10,711;60,136;60,219;60,462;10,543;9,798;9,945;-0,136;-0,183;-0,134
538032;45;59,649;60,028;20,697;19,069;58,892;58,746;58,79;19,03;18,018;18,041;-0,084;-0,126;-0,121
538043;28;58,752;59,209;24,214;23,134;59,261;59,371;58,243;25,201;23,262;22,493;0,045;0,013;-0,082
538044;27;60,553;60,773;20,03;20,161;61,884;62,691;60,47;22,387;21,406;20,069;0,136;0,174;-0,031
538049;21;68,266;68,489;21,806;22,443;70,483;71,961;68,232;25,483;24,52;22,419;0,203;0,282;-0,025
538052;19;62,505;63,304;24,136;21,596;61,452;61,721;61,904;21,775;20,251;20,358;-0,102;-0,14;-0,122
538054;37;62,256;62,338;17,153;17,446;62,298;63,063;62,225;17,238;17,789;17,428;0,005;0,078;-0,013
538057;22;66,381;66,59;20,082;20,721;67,88;68,313;66,391;22,697;21,53;20,717;0,152;0,152;-0,021
538059;26;58,415;58,902;18,878;17,106;57,358;57,921;57,895;16,429;16,354;16,343;-0,133;-0,11;-0,113
538060;19;66,649;66,907;24,333;25,045;69,435;71,849;66,565;28,847;28,255;25,028;0,227;0,358;-0,03
538062;15;57,694;58,135;16,584;16,145;58,675;59,733;57,611;18,346;17,251;15,977;0,122;0,18;-0,068
538064;18;58,813;59,277;15,917;14,87;58,564;59,01;58,598;15,394;14,69;14,508;-0,035;-0,033;-0,089
538066;46;69,855;70,197;23,432;22,1;69,3;69,457;69,182;22,245;21,547;21,402;-0,054;-0,064;-0,089
538069;45;61,669;61,925;18,845;17,495;60,452;61,041;60,978;15,961;16,897;16,88;-0,156;-0,094;-0,102
